,coaster_name,Location,Status,Manufacturer,Model,Lift/launch system,Trains,Designer,year_introduced,latitude,longitude,track_type,opening_date_clean,speed_mph,height_ft,Inversions_clean,Gforce_clean,Length_ft,Height_restriction_in,Cost_USD,Acceleration_clean,Max_vertical_angle,Duration_seconds,Capacity_riders_per_hour,Drop_ft
409,The Underground (roller coaster),Adventureland (Iowa),Operating,Custom Coasters International,Indoor Freeform,Chain-lift,Unknown,"Custom Coasters, Inc., Larry Bill, Dennis McNulty",1996,40.2864,-76.6531,Wood,1996-04-27,49.7,91.9,0,4.0,911.0,42.0,8540000.0,9.1,65.0,120.0,1080,92.0
410,Wild Thing (Valleyfair),Valleyfair,Operating,D. H. Morgan Manufacturing,Hypercoaster,Chain-lift,3 trains with 6 cars. Riders are arranged 2 across in 3 rows for a total of 36 riders per train.,Steve Okamoto,1996,44.7986,-93.4587,Steel,1996-05-11,75.0,91.9,0,4.1,5460.0,48.0,9500000.0,9.1,60.0,180.0,1700,196.0
411,Wildcat (Hersheypark),Hersheypark,Operating,Great Coasters International,Unknown,Chain lift hill,Unknown,Clair HainMike Boodley,1996,40.2925,-76.6558,Wood,1996-05-26,50.0,91.9,0,3.5,3183.0,48.0,5000000.0,9.1,65.0,75.0,1310,85.2
412,Wilde maus,Other,Unknown,Mack Rides,Wild Maus,Chain lift hill,Unknown,Werner Stengel,1996,40.2864,-76.6531,Steel,Unknown,28.0,91.9,0,4.0,1213.9,48.0,8540000.0,9.1,65.0,110.0,1080,92.0
413,Alpengeist,Busch Gardens Williamsburg,Operating,Bolliger & Mabillard,Inverted Coaster,Chain lift hill,2 trains with 8 cars. Riders are arranged 4 across in a single row for a total of 32 riders per train.,Werner Stengel,1997,37.2328,-76.6476,Steel,1997-03-22,67.0,91.9,6,3.7,3828.0,54.0,20000000.0,9.1,79.0,190.0,1820,170.0
414,Batman: The Ride,Other,Unknown,Bolliger & Mabillard,Inverted Coaster – Batman,Chain lift hill,2 trains with 8 cars. Riders are arranged 4 across in a single row for a total of 32 riders per train.,Werner Stengel,1997,40.2864,-76.6531,Steel,Unknown,50.0,91.9,5,4.0,2700.0,54.0,8540000.0,9.1,65.0,105.0,1400,84.5
415,Boomerang: Coast to Coaster,Other,Unknown,Vekoma,Boomerang,Chain lift hill,Unknown,Vekoma,1997,40.2864,-76.6531,Steel,Unknown,47.0,91.9,3,5.2,935.0,48.0,2.5,9.1,65.0,108.0,760,92.0
416,Chang (roller coaster),Other,Unknown,Bolliger & Mabillard,Stand-Up Coaster,Chain lift hill,2 trains with 7 cars. Riders are arranged 4 across in a single row for a total of 28 riders per train.,Werner Stengel,1997,40.2864,-76.6531,Steel,Unknown,63.0,91.9,5,4.0,4155.0,54.0,12000000.0,9.1,45.0,150.0,1556,144.0
417,Euro-Mir,Europa-Park,Operating,Mack Rides,Unknown,Spiral lift,Unknown,Franz Mack,1997,48.2647,7.7197,Steel,1997-01-01,49.7,91.9,0,4.0,3215.0,51.0,8540000.0,9.1,65.0,273.0,1600,92.0
418,The Great White (SeaWorld San Antonio),SeaWorld San Antonio,Operating,Bolliger & Mabillard,Inverted Coaster – Batman,Chain lift hill,2 trains with 8 cars. Riders are arranged 4 across in a single row for a total of 32 riders per train.,Werner Stengel,1997,29.4523,-98.6965,Steel,1997-02-01,50.0,91.9,5,4.6,2562.0,54.0,21000000.0,9.1,65.0,120.0,1400,81.2
419,Green Lantern (Six Flags Great Adventure),Other,Unknown,Bolliger & Mabillard,Stand-Up Coaster,Chain lift hill,2 trains with 7 cars. Riders are arranged 4 across in a single row for a total of 28 riders per train.,Werner Stengel,1997,40.2864,-76.6531,Steel,Unknown,63.0,91.9,5,4.0,4155.0,54.0,12000000.0,9.1,45.0,150.0,1556,144.0
420,Invertigo (roller coaster),Other,In Production,Vekoma,Unknown,Unknown,Unknown,Unknown,1997,40.2864,-76.6531,Other,Unknown,50.0,91.9,3,4.0,1013.8,48.0,8540000.0,9.1,65.0,90.0,1080,92.0
421,Kiddie Coaster,Lake Compounce,Operating,Molina & Sons,Unknown,Unknown,Unknown,Unknown,1997,41.6423,-72.9226,Steel,1997-06-27,49.7,91.9,0,4.0,2300.0,48.0,8540000.0,9.1,65.0,105.0,1080,92.0
422,American Dreier Looping,Other,Unknown,Anton Schwarzkopf,Unknown,Booster Wheel Lift Hill,3 trains with 5 cars. Riders are arranged 2 across in 2 rows for a total of 20 riders per train.,Werner Stengel,1997,40.2864,-76.6531,Steel,Unknown,53.0,91.9,3,4.7,3444.0,55.0,8540000.0,9.1,65.0,105.0,1500,92.0
423,Pyrenees (roller coaster),Parque Espana-Shima Spain Village,Operating,Bolliger & Mabillard,Inverted Coaster,Unknown,8 cars. Riders are arranged 4 across in a single row for a total of 32 riders per train.,Werner Stengel,1997,34.3598,136.845,Steel,1997-01-01,62.1,147.6,6,4.0,4049.0,3.0,8540000.0,9.1,65.0,113.0,1080,92.0
424,Road Runner Express (Six Flags Fiesta Texas),Six Flags Fiesta Texas,Operating,Arrow Dynamics,Mine Train,Unknown,2 trains with 6 cars. Riders are arranged 2 across in 3 rows for a total of 36 riders per train.,Alan Schilke,1997,29.5991,-98.613,Steel,1997-05-01,35.0,91.9,0,3.0,2400.0,42.0,8540000.0,9.1,27.0,144.0,1800,67.0
425,Big Apple Coaster,New York-New York Hotel and Casino,Operating,TOGO,Sitdown Looping,Chain lift,3 cars. Riders are arranged 2 across in 3 rows for a total of 18 riders per train.,TOGO,1997,36.1019,-115.1736,Steel,1997-01-03,67.0,91.9,2,4.0,4777.0,54.0,25000000.0,9.1,55.0,160.0,1080,144.0
426,Skytrak,Granada Studios Tour,Removed,Skytrak International,Unknown,Unknown,Unknown,Unknown,1997,53.4781,-2.2571,Steel,1997-10-01,28.0,91.9,0,2.5,1282.0,55.0,8540000.0,9.1,65.0,105.0,240,92.0
427,Stampida,Other,Operating,Custom Coasters International,Unknown,Chain,Unknown,"Dennis McNulty, Larry Bill, John Wardley",1997,41.0904,1.1566,Wood,1997-03-17,46.0,91.9,0,4.0,3127.0,11.0,8540000.0,9.1,65.0,100.0,1080,92.0
428,Steel Force,Dorney Park & Wildwater Kingdom,Operating,D. H. Morgan Manufacturing,Hyper Coaster,Chain lift hill,3 trains with 6 cars. Riders are arranged 2 across in 3 rows for a total of 36 riders per train.,Steve Okamoto,1997,40.5789,-75.5381,Steel,1997-05-30,75.0,91.9,0,3.4,5600.0,48.0,10000000.0,9.1,61.0,180.0,1700,205.0
429,Superman: Escape from Krypton,Other,Operating,Intamin,Reverse Freefall Coaster,Linear synchronous motor,Unknown,Unknown,1997,34.425,-118.598,Steel,1997-03-15,100.0,91.9,0,4.5,1235.0,48.0,20000000.0,6.64,90.0,28.0,1050,328.1
430,Tonnerre de Zeus,Parc Astérix,Operating,Custom Coasters International,Unknown,Chain lift,2 trains with 7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,"Dennis McNulty, Larry Bill",1997,49.1314,2.5739,Wood,1997-01-01,52.0,91.9,0,4.0,4044.0,3.0,8540000.0,9.1,65.0,125.0,1080,92.0
431,Tower of Terror II,Dreamworld,Removed,Intamin,Reverse Freefall Coaster,Linear synchronous motor,Unknown,Unknown,1997,-27.8641,153.3174,Steel,1997-01-23,100.0,377.3,0,4.5,1235.0,11.0,10400000.0,6.39,90.0,28.0,1080,355.0
432,Windjammer Surf Racers,Other,Removed,TOGO,Wild Mouse/Looping,Chain lift,10 trains with 2 cars. Riders are arranged 2 across in 2 rows for a total of 8 riders per train.,TOGO,1997,33.8458,-118.0008,Steel,1997-03-26,40.0,91.9,1,4.0,1851.0,48.0,6200000.0,9.1,42.0,90.0,1400,54.0
433,Zeus (roller coaster),Mt. Olympus Water & Theme Park,Operating,Custom Coasters International,Unknown,Unknown,Unknown,Unknown,1997,43.6167,-89.7892,Wood,1997-06-07,60.0,91.9,0,4.0,2900.0,48.0,8540000.0,9.1,65.0,85.0,1080,85.0
434,Zoomerang (Lake Compounce),Lake Compounce,Operating,Vekoma,Boomerang,Unknown,Unknown,Vekoma,1997,41.643,-72.9229,Steel,1997-06-27,47.0,91.9,3,5.2,935.0,48.0,8540000.0,9.1,65.0,108.0,760,92.0
435,Alpine Bobsled,Other,Unknown,Intamin,Bobsled roller coaster,Unknown,6 trains with a single car. Riders are arranged 2 across in 4 rows for a total of 8 riders per train.,Unknown,1998,40.2864,-76.6531,Steel,Unknown,35.0,91.9,0,4.0,1490.0,42.0,8540000.0,9.1,65.0,100.0,1080,92.0
436,Batman & Robin: The Chiller,Other,Removed,Premier Rides,Dueling LIM Shuttle Loop Coaster,LIM launch track,2 (one on each side) trains with 5 cars. Riders are arranged 2 across in 2 rows for a total of 20 riders per train.,Werner Stengel,1998,40.2864,-76.6531,Steel,1998-04-04,65.0,91.9,1,5.0,1137.0,54.0,15000000.0,7.26,90.0,32.0,1360,139.0
437,Blue Tornado (roller coaster),Gardaland,Operating,Vekoma,Suspended Looping Coaster (765m Extended w/ Helix),Unknown,3 trains with 10 cars. Riders are arranged 2 across in a single row for a total of 20 riders per train.,Vekoma,1998,45.4566,10.7137,Steel,1998-01-01,49.7,91.9,5,4.5,2509.0,21.653543307086615,8540000.0,9.1,59.0,102.0,1500,98.43
438,Boomerang: Coast to Coaster,Other,Unknown,Vekoma,Boomerang,Chain lift hill,Unknown,Vekoma,1998,40.2864,-76.6531,Steel,Unknown,47.0,91.9,3,5.2,935.0,48.0,2.5,9.1,65.0,108.0,760,92.0
439,Doo Wopper,Morey's Piers,Operating,Zamperla,Unknown,Unknown,5 trains with a single car. Riders are arranged 2 across in 2 rows for a total of 4 riders per train.,Unknown,1998,38.9892,-74.803,Steel,1998-08-07,49.7,91.9,0,4.0,885.0,36.0,8540000.0,9.1,65.0,105.0,500,92.0
440,Excalibur (Funtown Splashtown USA),Funtown Splashtown USA,Operating,Custom Coasters International,Unknown,Chain lift hill,Unknown,"Dennis McNulty, Larry Bill",1998,43.5283,-70.4312,Wood,1998-01-01,55.0,91.9,0,4.0,2700.0,48.0,8540000.0,9.1,65.0,118.0,1080,82.0
441,GhostRider (roller coaster),Knott's Berry Farm,Operating,Custom Coasters International,Unknown,Chain Lift,3 (2 in operation) trains with 12 cars. Riders are arranged 2 across in a single row for a total of 24 riders per train.,Unknown,1998,33.8426,-117.9981,Wood,1998-12-08,56.0,91.9,0,3.1,4533.0,48.0,8540000.0,9.1,51.0,160.0,1600,108.0
442,Great Bear (roller coaster),Hersheypark,Operating,Bolliger & Mabillard,Inverted Coaster,Chain Lift,2 trains with 8 cars. Riders are arranged 4 across in a single row for a total of 32 riders per train.,Werner Stengel,1998,40.2869,-76.6531,Steel,1998-05-23,58.0,91.9,4,4.0,2800.0,54.0,13000000.0,9.1,65.0,175.0,1300,124.0
443,Invertigo (California's Great America),Other,In Production,Vekoma,Unknown,Unknown,Unknown,Unknown,1998,40.2864,-76.6531,Other,Unknown,50.0,91.9,3,4.0,1013.8,48.0,8540000.0,9.1,65.0,90.0,1080,92.0
444,Journey to Atlantis,SeaWorld Orlando,Operating,Mack Rides,Water Coaster,Chain lift hill,Unknown,Unknown,1998,40.2864,-76.6531,Steel,1998-04-17,49.7,91.9,0,4.0,2300.0,42.0,8540000.0,9.1,65.0,356.0,1080,60.0
445,Kong (roller coaster),Other,Unknown,Vekoma,Suspended Looping Coaster (689m Standard),Chain lift hill,2 trains with 10 cars. Riders are arranged 2 across in a single row for a total of 20 riders per train.,Unknown,1998,40.2864,-76.6531,Steel,Unknown,49.7,91.9,5,4.0,2260.5,20.47244094488189,8540000.0,9.1,65.0,96.0,1040,92.0
447,Mad Mouse (Pavilion),Myrtle Beach Pavilion,Removed,Arrow Dynamics,Mad Mouse,Chain lift hill,Unknown,Unknown,1998,33.6929,-78.8824,Steel,1998-06-13,25.0,91.9,0,4.0,1257.0,48.0,2000000.0,9.1,65.0,90.0,1080,30.0
448,Mamba (roller coaster),Worlds of Fun,Operating,D. H. Morgan Manufacturing,Hypercoaster,Chain lift hill,3 trains with 6 cars. Riders are arranged 3 across in 2 rows for a total of 36 riders per train.,Steve Okamoto,1998,39.172,-94.4906,Steel,1998-04-18,75.0,91.9,0,3.5,5600.0,48.0,10000000.0,9.1,66.0,180.0,1700,205.0
449,Monte Makaya,Terra Encantada,Removed,Intamin,Eight-inversion coaster (Monte Makaya),Chain lift,Unknown,Werner Stengel,1998,-22.9853,-43.3644,Steel,1998-01-16,50.0,91.9,8,4.0,2624.0,51.0,8540000.0,9.1,65.0,105.0,1500,92.0
450,Mr. Freeze (roller coaster),Other,Unknown,Premier Rides,LIM Shuttle Loop Coaster,Linear induction motors,2 trains with 5 cars. Riders are arranged 2 across in 2 rows for a total of 20 riders per train.,Werner Stengel,1998,40.2864,-76.6531,Steel,Unknown,70.0,91.9,2,4.0,1300.0,54.0,10000000.0,8.23,90.0,105.0,1080,194.0
451,Oblivion (roller coaster),Alton Towers,Operating,Bolliger & Mabillard,Dive Coaster,Chain lift hill,7 trains with 2 cars. Riders are arranged 8 across in a single row for a total of 16 riders per train.,Werner Stengel,1998,52.9866,-1.8965,Steel,1998-03-14,68.4,65.0,0,4.5,1224.0,7.0,15000000.0,9.1,87.5,75.0,1900,180.0
452,Rampage (roller coaster),Alabama Splash Adventure,Operating,Custom Coasters International,Unknown,Chain lift hill,Unknown,"Larry Bill, Dennis McNulty",1998,33.3792,-86.9969,Wood,1998-05-23,56.0,91.9,0,4.0,3500.0,48.0,4300000.0,9.1,65.0,156.0,900,102.0
453,Rattlesnake (roller coaster),Chessington World of Adventures,Operating,Maurer AG,Wilde Maus Classic,Chain lift hill,Unknown,Werner Stengel,1998,51.3487,-0.3178,Steel,1998-01-01,28.0,91.9,0,4.0,1213.0,7.0,8540000.0,9.1,65.0,105.0,550,92.0
454,The Riddler's Revenge,Six Flags Magic Mountain,Operating,Bolliger & Mabillard,Stand-Up Coaster,Chain lift hill,3 trains with 8 cars. Riders are arranged 4 across in a single row for a total of 32 riders per train.,Werner Stengel,1998,34.4245,-118.6006,Steel,1998-04-04,65.0,91.9,6,4.2,4370.0,54.0,14000000.0,9.1,65.0,180.0,1610,146.0
455,Roar (roller coaster),Other,Unknown,Great Coasters International,Unknown,Chain lift hill,2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Unknown,1998,40.2864,-76.6531,Wood,Unknown,50.5,91.9,0,3.5,3468.0,48.0,8540000.0,9.1,50.0,112.0,1080,85.0
456,Roller Coaster (Dam Sen Park),Dam Sen Cultural Park,Operating,Hebei Zhongye Metallurgical Equipment,Unknown,Chain lift,Unknown,Unknown,1998,10.7605,106.6368,Steel,1998-01-01,43.5,78.7,3,3.8,1600.0,54.0,20.0,9.1,50.0,90.0,960,75.0
457,Scooby's Ghoster Coaster,Kings Island,Removed,Caripro,Batflyer,Elevator lift,Unknown,Unknown,1998,39.3423,-84.2699,Steel,1998-04-18,8.0,91.9,0,1.0,2300.0,36.0,8540000.0,9.1,65.0,50.0,1080,92.0
458,Shivering Timbers,Michigan's Adventure,Operating,Custom Coasters International,Unknown,Chain lift hill,2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Unknown,1998,43.3422,-86.2761,Wood,1998-01-01,57.0,91.9,0,3.8,5383.0,48.0,4500000.0,9.1,53.3,150.0,1200,92.0
459,Sprocket Rockets,Six Flags Great America,Operating,Vekoma,Junior Coaster (207m),Unknown,Single train with 8 cars. Riders are arranged 2 across in a single row for a total of 16 riders per train.,Unknown,1998,42.3669,-87.9311,Steel,1998-01-01,21.7,91.9,0,4.0,679.2,36.0,8540000.0,9.1,65.0,44.0,780,18.0
460,Storm Chaser (roller coaster),Kentucky Kingdom,Operating,Rocky Mountain Construction,I-Box – Custom,Chain lift hill,2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Alan Schilke,1998,38.1958,-85.7503,Steel,2016-04-30,52.0,91.9,3,3.8,2744.0,48.0,10000000.0,9.1,78.0,100.0,960,92.0
461,Thunderhawk (Michigan's Adventure),Other,Unknown,Vekoma,Suspended Looping Coaster (689m Standard),Chain lift hill,2 trains with 10 cars. Riders are arranged 2 across in a single row for a total of 20 riders per train.,Unknown,1998,40.2864,-76.6531,Steel,Unknown,49.7,91.9,5,4.0,2260.5,20.47244094488189,10000000.0,9.1,59.0,96.0,1040,100.0
462,Vapor Trail (roller coaster),Sesame Place,Operating,Vekoma,Junior Coaster,Drive tire,2 trains with 10 cars. Riders are arranged 2 across in a single row for a total of 20 riders per train.,Unknown,1998,40.1852,-74.8725,Steel,1998-06-01,27.0,91.9,0,4.0,1300.0,48.0,8540000.0,9.1,65.0,75.0,1080,56.0
463,Vogel Rok,Efteling,Operating,Vekoma,Custom MK-900,tyre-driven lift-hill,Unknown,Ton van de Ven,1998,51.6522,5.0525,Steel,1998-04-09,40.0,91.9,0,3.5,2296.0,47.3,13200000.000000002,9.1,65.0,101.0,1600,62.0
464,Volcano: The Blast Coaster,Kings Dominion,Removed,Intamin,Suspended Catapult Coaster,LIM Launch,3 trains with 4 cars. Riders are arranged 2 across in 2 rows for a total of 16 riders per train.,Werner Stengel,1998,37.8394,-77.4402,Steel,1998-08-03,70.0,91.9,4,4.0,2757.0,21.25984251968504,20000000.0,9.1,65.0,105.0,1080,80.0
465,Wild Mouse (Lagoon),Lagoon Amusement Park,Operating,Maurer AG,Wild Mouse,Chain,10 trains with a single car. Riders are arranged 2 across in 2 rows for a total of 4 riders per train.,Ing.-Büro Stengel GmbH,1998,40.9839,-111.8945,Steel,1998-04-10,28.0,91.9,0,4.0,1213.0,46.0,8540000.0,9.1,46.0,70.0,900,92.0
466,Wilderness Run (Carowinds),Carowinds,Operating,E&F Miler Industries,Unknown,Unknown,Single train with 6 cars. Riders are arranged 2 across in a single row for a total of 12 riders per train.,Unknown,1998,35.1011,-80.9388,Steel,1998-01-01,15.0,91.9,0,4.0,2300.0,40.0,8540000.0,9.1,65.0,105.0,1080,92.0
467,Afterburn (roller coaster),Carowinds,Operating,Bolliger & Mabillard,Inverted Coaster – Custom,Chain lift hill,2 trains with 8 cars. Riders are arranged 4 across in a single row for a total of 32 riders per train.,Ing.-Büro Stengel GmbH,1999,35.1003,-80.9409,Steel,1999-03-20,62.0,91.9,6,4.0,2956.0,54.0,10500000.0,9.1,65.0,167.0,1380,92.0
468,Apollo's Chariot,Busch Gardens Williamsburg,Operating,Bolliger & Mabillard,Hyper Coaster,Chain lift hill,3 trains with 9 cars. Riders are arranged 4 across in a single row for a total of 36 riders per train.,Werner Stengel,1999,37.2348,-76.6413,Steel,1999-03-30,73.0,91.9,0,4.1,4882.0,52.0,20000000.0,9.1,65.0,135.0,1750,210.0
469,Bandit (Movie Park Germany),Movie Park Germany,Operating,Roller Coaster Corporation of America,Cyclone,Unknown,2 trains with 5 cars. Riders are arranged 2 across in 3 rows for a total of 30 riders per train.,Ing.-Büro Stengel GmbH,1999,51.6242,6.9754,Wood,1999-01-01,49.7,91.2,0,4.0,3606.0,11.0,8540000.0,9.1,65.0,90.0,1080,82.0
470,Batman: The Ride,Other,Unknown,Bolliger & Mabillard,Inverted Coaster – Batman,Chain lift hill,2 trains with 8 cars. Riders are arranged 4 across in a single row for a total of 32 riders per train.,Werner Stengel,1999,40.2864,-76.6531,Steel,Unknown,50.0,91.9,5,4.0,2700.0,54.0,8540000.0,9.1,65.0,105.0,1400,84.5
471,Bizarro (roller coaster),Six Flags Great Adventure,Operating,Bolliger & Mabillard,Floorless Coaster / Medusa,Chain lift hill,3 trains with 8 cars. Riders are arranged 4 across in a single row for a total of 32 riders per train.,Werner Stengel,1999,40.1382,-74.4323,Steel,1999-04-02,61.0,91.9,7,4.0,3985.0,54.0,15000000.0,9.1,65.0,140.0,1350,132.0
472,Boomerang: Coast to Coaster,Other,Unknown,Vekoma,Boomerang,Chain lift hill,Unknown,Vekoma,1999,40.2864,-76.6531,Steel,Unknown,47.0,91.9,3,5.2,935.0,48.0,2.5,9.1,65.0,108.0,760,92.0
473,Canyon Blaster (Six Flags Magic Mountain),Six Flags Magic Mountain,Operating,E&F Miler Industries,Family Coasters/16ft Oval w/helix on left,Chain lift hill,Single train with 6 cars. Riders are arranged 2 across in a single row for a total of 12 riders per train.,Chance Rides,1999,34.4249,-118.5964,Steel,1999-05-30,10.0,91.9,0,1.0,2300.0,33.0,8540000.0,9.1,65.0,52.0,200,6.0
474,Dragon Challenge,Other,Removed,Bolliger & Mabillard,Inverted Coaster,Chain lift hill,Several trains with 8 cars. Riders are arranged 4 across in a single row for a total of 32 riders per train.,Werner Stengel,1999,28.4736,-81.4733,Steel,1999-05-28,60.0,91.9,5,4.0,3200.0,54.0,8540000.0,9.1,65.0,145.0,1080,115.0
475,Exterminator (roller coaster),Kennywood,Operating,Reverchon Industries,Spinning Coaster,Chain lift hill,9 trains with a single car. Riders are arranged 2 across in 2 rows for a total of 4 riders per train.,Reverchon Industries,1999,40.3894,-79.8677,Steel,1999-04-18,29.1,91.9,0,2.5,1377.9,46.0,8540000.0,9.1,65.0,108.0,900,92.0
476,Georgia Scorcher,Six Flags Over Georgia,Operating,Bolliger & Mabillard,Stand-up Coaster,Chain lift hill,2 trains with 8 cars. Riders are arranged 4 across in a single row for a total of 32 riders per train.,Werner Stengel,1999,33.7703,-84.5506,Steel,1999-05-08,54.0,91.9,2,4.0,3000.0,54.0,8540000.0,9.1,52.0,84.0,1300,101.0
477,Great Chase (Six Flags America),Six Flags America,Operating,Zamperla,Family Gravity Coaster 80STD,Unknown,Unknown,Unknown,1999,38.9075,-76.772,Steel,1999-01-01,11.0,91.9,0,4.0,280.0,48.0,8540000.0,9.1,65.0,66.0,1080,92.0
478,Harley Quinn Crazy Train,Six Flags Great Adventure,Operating,Zierer,Tivoli - Large,Drive tire lift hill,Unknown,Werner Stengel,1999,40.1348,-74.4397,Steel,1999-01-01,22.4,91.9,0,4.0,1181.1,41.0,8540000.0,9.1,65.0,65.0,1250,92.0
479,The Howler,Holiday World & Splashin' Safari,Operating,Zamperla,Family Gravity Coaster 80STD,Chain Lift Hill,Single train with 6 cars. Riders are arranged 2 across in a single row for a total of 12 riders per train.,Unknown,1999,38.1189,-86.9103,Steel,1999-05-08,16.0,91.9,0,4.0,262.5,35.826771653543304,8540000.0,9.1,65.0,25.0,410,92.0
480,The Incredible Hulk Coaster,Universal's Islands of Adventure,Operating,Bolliger & Mabillard,Sitting Coaster – Custom,Tire Propelled Launch,8 cars. Riders are arranged 4 across in a single row for a total of 32 riders per train.,Werner Stengel,1999,28.4712,-81.4684,Steel,1999-05-28,67.0,91.9,7,4.0,3700.0,54.0,8540000.0,8.94,65.0,135.0,1920,104.9
481,Invertigo (Kings Island),Other,In Production,Vekoma,Unknown,Unknown,Unknown,Unknown,1999,40.2864,-76.6531,Other,Unknown,50.0,91.9,3,4.0,1013.8,48.0,8540000.0,9.1,65.0,90.0,1080,92.0
482,Iron Gwazi,Busch Gardens Tampa Bay,Under construction,Rocky Mountain Construction,I-Box Track,Chain lift hill,2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Alan Schilke,1999,28.0339,-82.4231,Steel,Unknown,76.0,91.9,2,4.0,4075.0,48.031496062992126,8540000.0,9.1,91.0,110.0,1080,206.0
